"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding","platform_code"
"100664_2",,"二本木口",,"32.786457","130.68938","100664_2",,"0",,,,
"100665_1",,"二本木町",,"32.784412","130.69073","100665_1",,"0",,,,
"100665_2",,"二本木町",,"32.784286","130.69098","100665_2",,"0",,,,
"100666_1",,"ANAクラウンプラザホテル熊本ニュースカイ",,"32.793537","130.69609","100666_1",,"0",,,,
"100667_1",,"西小峯",,"32.80302","130.77336","100667_1",,"0",,,,
"100667_2",,"西小峯",,"32.803032","130.77321","100667_2",,"0",,,,
"100668_1",,"西荒尾",,"32.814037","130.6705","100668_1",,"0",,,,
"100669_1",,"日赤病院北口",,"32.810425","130.763","100669_1",,"0",,,,
"100669_2",,"日赤病院北口",,"32.810745","130.76353","100669_2",,"0",,,,
"100670_1",,"西戸島",,"32.809326","130.78162","100670_1",,"0",,,,
"100670_2",,"西戸島",,"32.809338","130.78156","100670_2",,"0",,,,
"100671_1",,"西戸島団地",,"32.811783","130.78433","100671_1",,"0",,,,
"100671_2",,"西戸島団地",,"32.81185","130.7843","100671_2",,"0",,,,
"100672_2",,"野口町",,"32.767555","130.67589","100672_2",,"0",,,,
"100673_2",,"野口郵便局前",,"32.767727","130.67342","100673_2",,"0",,,,
"100674_1",,"野越団地",,"32.754112","130.6925","100674_1",,"0",,,,
"100675_1",,"白山神社前",,"32.786987","130.72372","100675_1",,"0",,,,
"100675_2",,"白山神社前",,"32.7869","130.72311","100675_2",,"0",,,,
"100676_1",,"白山町",,"32.79371","130.72336","100676_1",,"0",,,,
"100676_2",,"白山町",,"32.79324","130.72289","100676_2",,"0",,,,
"100677_1",,"八王寺公園前",,"32.78673","130.71239","100677_1",,"0",,,,
"100677_2",,"八王寺公園前",,"32.786854","130.71255","100677_2",,"0",,,,
"100678_1",,"八王寺新道",,"32.7852","130.71632","100678_1",,"0",,,,
"100678_2",,"八王寺新道",,"32.784626","130.71646","100678_2",,"0",,,,
"100679_1",,"八王寺中央公園前",,"32.781757","130.71661","100679_1",,"0",,,,
"100679_2",,"八王寺中央公園前",,"32.78143","130.71672","100679_2",,"0",,,,
"100680_1",,"花園（市道）",,"32.823425","130.68848","100680_1",,"0",,,,
"100680_2",,"花園（市道）",,"32.823433","130.68839","100680_2",,"0",,,,
"100681_1",,"花園校前",,"32.8223","130.69012","100681_1",,"0",,,,
"100681_2",,"花園校前",,"32.822296","130.69005","100681_2",,"0",,,,
"100682_1",,"花園まちづくりセンター前",,"32.817333","130.69362","100682_1",,"0",,,,
"100682_2",,"花園まちづくりセンター前",,"32.817368","130.69351","100682_2",,"0",,,,
"100683_1",,"灰塚（熊本）",,"32.796547","130.75578","100683_1",,"0",,,,
"100683_2",,"灰塚（熊本）",,"32.79681","130.7563","100683_2",,"0",,,,
"100684_1",,"葉山団地入口",,"32.81624","130.7941","100684_1",,"0",,,,
"100684_2",,"葉山団地入口",,"32.81637","130.79411","100684_2",,"0",,,,
"100686_1",,"平田二丁目",,"32.77148","130.69724","100686_1",,"0",,,,
"100686_2",,"平田二丁目",,"32.771656","130.69702","100686_2",,"0",,,,
"100687_1",,"東町中学西口",,"32.780968","130.76123","100687_1",,"0",,,,
"100687_2",,"東町中学西口",,"32.78068","130.76143","100687_2",,"0",,,,
"100688_1",,"東町中学入口",,"32.782524","130.76093","100688_1",,"0",,,,
"100688_2",,"東町中学入口",,"32.78243","130.76111","100688_2",,"0",,,,
"100689_1",,"東町",,"32.786354","130.76021","100689_1",,"0",,,,
"100689_2",,"東町",,"32.786358","130.76036","100689_2",,"0",,,,
"100690_1",,"東京塚",,"32.79613","130.75113","100690_1",,"0",,,,
"100690_2",,"東京塚",,"32.795807","130.75203","100690_2",,"0",,,,
"100691_1",,"東灰塚",,"32.79764","130.75919","100691_1",,"0",,,,
"100691_2",,"東灰塚",,"32.797638","130.75887","100691_2",,"0",,,,
"100692_1",,"日向崎",,"32.80882","130.69154","100692_1",,"0",,,,
"100692_2",,"日向崎",,"32.808636","130.69164","100692_2",,"0",,,,
"100693_1",,"東荒尾",,"32.814125","130.67366","100693_1",,"0",,,,
"100694_1",,"東出水",,"32.793686","130.74532","100694_1",,"0",,,,
"100694_2",,"東出水",,"32.793766","130.74535","100694_2",,"0",,,,
"100695_1",,"古町（熊本）",,"32.782143","130.68867","100695_1",,"0",,,,
"100695_2",,"古町（熊本）",,"32.78215","130.6888","100695_2",,"0",,,,
"100696_1",,"藤崎宮前",,"32.809246","130.71506","100696_1",,"0",,,,
"100696_2",,"藤崎宮前",,"32.80945","130.71477","100696_2",,"0",,,,
"100698_1",,"平成けやき通り",,"32.771862","130.70209","100698_1",,"0",,,,
"100698_2",,"平成けやき通り",,"32.772","130.70198","100698_2",,"0",,,,
"100699_1",,"変電所前",,"32.79695","130.72762","100699_1",,"0",,,,
"100699_2",,"変電所前",,"32.79647","130.72682","100699_2",,"0",,,,
"100699_3",,"変電所前",,"32.79794","130.72778","100699_3",,"0",,,,
"100699_4",,"変電所前",,"32.79821","130.7279","100699_4",,"0",,,,
"100699_5",,"変電所前",,"32.7975","130.72726","100699_5",,"0",,,,
"100701_1",,"鶴田病院・鶴翔苑",,"32.807323","130.74663","100701_1",,"0",,,,
"100701_2",,"鶴田病院・鶴翔苑",,"32.807537","130.74614","100701_2",,"0",,,,
"100702_1",,"保田窪三丁目",,"32.80715","130.74937","100702_1",,"0",,,,
"100702_2",,"保田窪三丁目",,"32.807278","130.74951","100702_2",,"0",,,,
"100703_1",,"本荘保育園前",,"32.792267","130.70428","100703_1",,"0",,,,
"100703_2",,"本荘保育園前",,"32.79213","130.7043","100703_2",,"0",,,,
"100704_1",,"鉾町団地",,"32.75735","130.69278","100704_1",,"0",,,,
"100704_2",,"鉾町団地",,"32.75763","130.6929","100704_2",,"0",,,,
"100705_1",,"本妙寺電停前",,"32.813206","130.69832","100705_1",,"0",,,,
"100705_2",,"本妙寺電停前",,"32.81322","130.69815","100705_2",,"0",,,,
"100705_3",,"本妙寺電停前",,"32.813465","130.69868","100705_3",,"0",,,,
"100705_4",,"本妙寺電停前",,"32.813404","130.69862","100705_4",,"0",,,,
"100706_1",,"本妙寺前",,"32.81476","130.69472","100706_1",,"0",,,,
"100706_2",,"本妙寺前",,"32.814705","130.6947","100706_2",,"0",,,,
"100707_1",,"本妙寺下",,"32.814","130.6972","100707_1",,"0",,,,
"100707_2",,"本妙寺下",,"32.813946","130.69713","100707_2",,"0",,,,
"100708_1",,"熊本ホテルキャッスル前",,"32.80528","130.70929","100708_1",,"0",,,,
"100709_1",,"保田窪入口（市道）",,"32.80516","130.7399","100709_1",,"0",,,,
"100709_2",,"保田窪入口（市道）",,"32.805164","130.74013","100709_2",,"0",,,,
"100711_1",,"町口神社前",,"32.774914","130.68863","100711_1",,"0",,,,
"100711_2",,"町口神社前",,"32.774704","130.6886","100711_2",,"0",,,,
"100712_1",,"前川橋",,"32.82719","130.68918","100712_1",,"0",,,,
"100713_1",,"南熊本三丁目",,"32.788094","130.71162","100713_1",,"0",,,,
"100713_2",,"南熊本三丁目",,"32.78804","130.71191","100713_2",,"0",,,,
"100714_1",,"南本荘",,"32.784737","130.70094","100714_1",,"0",,,,
"100714_2",,"南本荘",,"32.784664","130.7013","100714_2",,"0",,,,
"100715_1",,"味噌天神（電車通り）",,"32.795403","130.72389","100715_1",,"0",,,,
"100715_2",,"味噌天神（電車通り）",,"32.79529","130.72461","100715_2",,"0",,,,
"100716_1",,"宮尾",,"32.824863","130.69046","100716_1",,"0",,,,
"100717_1",,"南灰塚",,"32.794613","130.75621","100717_1",,"0",,,,
"100717_2",,"南灰塚",,"32.794655","130.75627","100717_2",,"0",,,,
"100718_1",,"南平（熊本市中央区）",,"32.80323","130.7374","100718_1",,"0",,,,
"100718_2",,"南平（熊本市中央区）",,"32.803555","130.73764","100718_2",,"0",,,,
"100719_1",,"南荒尾",,"32.812496","130.67264","100719_1",,"0",,,,
"100720_1",,"迎宝町",,"32.791313","130.70152","100720_1",,"0",,,,
"100720_2",,"迎宝町",,"32.791237","130.70181","100720_2",,"0",,,,
"100721_1",,"明八橋",,"32.797295","130.69612","100721_1",,"0",,,,
"100721_2",,"明八橋",,"32.797474","130.69609","100721_2",,"0",,,,
"100722_1",,"明午橋",,"32.806976","130.71638","100722_1",,"0",,,,
"100722_2",,"明午橋",,"32.80711","130.7163","100722_2",,"0",,,,
"100723_1",,"本山営業所",,"32.78995","130.69505","100723_1",,"0",,,,
"100723_2",,"本山営業所",,"32.78979","130.69507","100723_2",,"0",,,,
"100724_1",,"新世安橋通り",,"32.784172","130.69737","100724_1",,"0",,,,
"100724_2",,"新世安橋通り",,"32.783993","130.69736","100724_2",,"0",,,,
"100725_1",,"大和団地中央",,"32.826424","130.78293","100725_1",,"0",,,,
"100726_1",,"山伏塚",,"32.83017","130.71059","100726_1",,"0",,,,
"100726_2",,"山伏塚",,"32.830883","130.71042","100726_2",,"0",,,,
"100727_1",,"四方池",,"32.80206","130.6867","100727_1",,"0",,,,
"100727_2",,"四方池",,"32.80206","130.6866","100727_2",,"0",,,,
"100728_1",,"横手郵便局前（熊本）",,"32.801434","130.68785","100728_1",,"0",,,,
"100728_2",,"横手郵便局前（熊本）",,"32.801388","130.6879","100728_2",,"0",,,,
"100729_1",,"蓮台寺",,"32.773304","130.6876","100729_1",,"0",,,,
"100729_2",,"蓮台寺",,"32.77275","130.6877","100729_2",,"0",,,,
"100729_3",,"蓮台寺",,"32.77273","130.68773","100729_3",,"0",,,,
"100730_1",,"蓮台寺入口",,"32.7778","130.68887","100730_1",,"0",,,,
"100730_2",,"蓮台寺入口",,"32.778","130.689","100730_2",,"0",,,,
"100732_1",,"渡瀬",,"32.799385","130.73648","100732_1",,"0",,,,
"100732_2",,"渡瀬",,"32.799503","130.73643","100732_2",,"0",,,,
"100733_1",,"若葉小学校前",,"32.773205","130.76213","100733_1",,"0",,,,
"100733_2",,"若葉小学校前",,"32.772434","130.76195","100733_2",,"0",,,,
"100734_1",,"渡瀬踏切",,"32.80126","130.7352","100734_1",,"0",,,,
"100734_2",,"渡瀬踏切",,"32.800797","130.7346","100734_2",,"0",,,,
"100735_1",,"帯山中学前（市道）",,"32.801376","130.74509","100735_1",,"0",,,,
"100735_2",,"帯山中学前（市道）",,"32.801388","130.74522","100735_2",,"0",,,,
"100736_1",,"小山田（市道）",,"32.812828","130.68398","100736_1",,"0",,,,
"100737_1",,"尾ノ上小学校前",,"32.79264","130.75229","100737_1",,"0",,,,
"100737_2",,"尾ノ上小学校前",,"32.792686","130.75244","100737_2",,"0",,,,
"100737_3",,"尾ノ上小学校前",,"32.792057","130.75266","100737_3",,"0",,,,
"100737_4",,"尾ノ上小学校前",,"32.79206","130.75255","100737_4",,"0",,,,
"100738_1",,"鶯原団地前",,"32.77513","130.7711","100738_1",,"0",,,,
"100738_2",,"鶯原団地前",,"32.7752","130.77081","100738_2",,"0",,,,
"100739_9",,"秋津小楠記念館前",,"32.774582","130.7766","100739_9",,"0",,,,
"100740_1",,"秋津町",,"32.77501","130.77386","100740_1",,"0",,,,
"100740_2",,"秋津町",,"32.775124","130.77383","100740_2",,"0",,,,
"100741_1",,"東野中学前",,"32.77517","130.76881","100741_1",,"0",,,,
"100741_2",,"東野中学前",,"32.775265","130.76862","100741_2",,"0",,,,
"100742_9",,"栄町公園前",,"32.77449","130.76155","100742_9",,"0",,,,
"100743_1",,"南町（熊本）",,"32.772396","130.75923","100743_1",,"0",,,,
"100743_2",,"南町（熊本）",,"32.772457","130.75928","100743_2",,"0",,,,
"100744_1",,"広木",,"32.774418","130.7578","100744_1",,"0",,,,
"100744_2",,"広木",,"32.774643","130.75793","100744_2",,"0",,,,
"100745_1",,"山の神",,"32.794727","130.76878","100745_1",,"0",,,,
"100745_2",,"山の神",,"32.79454","130.76869","100745_2",,"0",,,,
"100746_1",,"榎団地西口",,"32.79219","130.76924","100746_1",,"0",,,,
"100746_2",,"榎団地西口",,"32.79255","130.76909","100746_2",,"0",,,,
"100747_9",,"公務員アパート前",,"32.78742","130.7647","100747_9",,"0",,,,
"100748_1",,"山立窪",,"32.788284","130.77002","100748_1",,"0",,,,
"100748_2",,"山立窪",,"32.787357","130.7701","100748_2",,"0",,,,
"100749_1",,"東町団地",,"32.785427","130.76971","100749_1",,"0",,,,
"100749_2",,"東町団地",,"32.785526","130.76964","100749_2",,"0",,,,
"100750_1",,"運輸支局前",,"32.78447","130.76558","100750_1",,"0",,,,
"100750_2",,"運輸支局前",,"32.78409","130.76532","100750_2",,"0",,,,
"100751_1",,"第二高校前・東区役所入口",,"32.78161","130.76614","100751_1",,"0",,,,
"100751_2",,"第二高校前・東区役所入口",,"32.78158","130.76582","100751_2",,"0",,,,
"100752_1",,"八丁馬場",,"32.78375","130.74132","100752_1",,"0",,,,
"100753_1",,"熊商前",,"32.784863","130.7396","100753_1",,"0",,,,
"100753_2",,"熊商前",,"32.78522","130.7395","100753_2",,"0",,,,
"100754_1",,"健軍神社入口",,"32.781757","130.75342","100754_1",,"0",,,,
"100754_2",,"健軍神社入口",,"32.781754","130.75356","100754_2",,"0",,,,
"100755_1",,"健軍神社前",,"32.78557","130.75368","100755_1",,"0",,,,
"100755_2",,"健軍神社前",,"32.785168","130.75389","100755_2",,"0",,,,
"100756_1",,"東郵便局前",,"32.78902","130.75308","100756_1",,"0",,,,
"100756_2",,"東郵便局前",,"32.789104","130.75319","100756_2",,"0",,,,
"100757_1",,"尾ノ上一丁目",,"32.79506","130.75308","100757_1",,"0",,,,
"100757_2",,"尾ノ上一丁目",,"32.79459","130.7531","100757_2",,"0",,,,
"100758_1",,"道の駅すいかの里",,"32.908157","130.69368","100758_1",,"0",,,,
"100759_1",,"上岩野",,"32.90733","130.69794","100759_1",,"0",,,,
"100759_2",,"上岩野",,"32.907463","130.69785","100759_2",,"0",,,,
"100760_1",,"大和五町内",,"32.879173","130.67125","100760_1",,"0",,,,
"100998_1",,"植木三丁目",,"32.896988","130.69225","100998_1",,"0",,,,
"100998_2",,"植木三丁目",,"32.896996","130.69211","100998_2",,"0",,,,
"100999_1",,"植木五丁目",,"32.901157","130.69234","100999_1",,"0",,,,
"100999_2",,"植木五丁目",,"32.901173","130.69225","100999_2",,"0",,,,
"101000_1",,"北区役所前",,"32.90271","130.6947","101000_1",,"0",,,,
"101000_2",,"北区役所前",,"32.902786","130.69472","101000_2",,"0",,,,
"101001_1",,"植木病院・かがやき館前",,"32.90257","130.698","101001_1",,"0",,,,
"101001_2",,"植木病院・かがやき館前",,"32.902637","130.69778","101001_2",,"0",,,,
"101002_1",,"植木駐車場",,"32.904774","130.69536","101002_1",,"0",,,,
"101050_1",,"下近見（島団地）",,"32.764015","130.68663","101050_1",,"0",,,,
"101050_2",,"下近見（島団地）",,"32.763912","130.68687","101050_2",,"0",,,,
"101357_1",,"立野（東西線）",,"32.81556","130.78577","101357_1",,"0",,,,
"101357_2",,"立野（東西線）",,"32.81557","130.78542","101357_2",,"0",,,,
"101375_1",,"植木（熊本）",,"32.895077","130.6918","101375_1",,"0",,,,
"101375_2",,"植木（熊本）",,"32.894943","130.6916","101375_2",,"0",,,,
"101444_1",,"植木一丁目",,"32.892464","130.69177","101444_1",,"0",,,,
"101444_2",,"植木一丁目",,"32.89213","130.69159","101444_2",,"0",,,,
"101445_1",,"植木宮の前（七本）",,"32.8909","130.69133","101445_1",,"0",,,,
"101591_1",,"荻迫",,"32.886032","130.68088","101591_1",,"0",,,,
"102140_1",,"神水町（県道）",,"32.783596","130.74448","102140_1",,"0",,,,
"102140_2",,"神水町（県道）",,"32.783737","130.7447","102140_2",,"0",,,,
"102322_1",,"古閑（日赤線）",,"32.816402","130.77559","102322_1",,"0",,,,
"102322_2",,"古閑（日赤線）",,"32.81651","130.77565","102322_2",,"0",,,,
"102412_1",,"桜井小学校前",,"32.888054","130.68494","102412_1",,"0",,,,
"102462_1",,"小山団地入口",,"32.82845","130.79622","102462_1",,"0",,,,
"102462_2",,"小山団地入口",,"32.82868","130.79602","102462_2",,"0",,,,
"102612_1",,"ショッピングセンター前",,"32.882313","130.67163","102612_1",,"0",,,,
"103085_1",,"田原坂ニュータウン",,"32.880592","130.67006","103085_1",,"0",,,,
"103086_1",,"田原坂ニュータウン入口",,"32.88326","130.6738","103086_1",,"0",,,,
"103394_1",,"トラックターミナル前",,"32.825512","130.78894","103394_1",,"0",,,,
"103519_1",,"南原（熊本市東区）",,"32.811714","130.76572","103519_1",,"0",,,,
"103519_2",,"南原（熊本市東区）",,"32.812145","130.76627","103519_2",,"0",,,,
"103632_1",,"下久保",,"32.822376","130.79121","103632_1",,"0",,,,
"103632_2",,"下久保",,"32.822437","130.79095","103632_2",,"0",,,,
"103794_1",,"パークドーム熊本前",,"32.838417","130.80136","103794_1",,"0",,,,
"103794_2",,"パークドーム熊本前",,"32.837982","130.80138","103794_2",,"0",,,,
"104140_1",,"保田窪四ッ角",,"32.80754","130.74365","104140_1",,"0",,,,
"104140_2",,"保田窪四ッ角",,"32.807705","130.74373","104140_2",,"0",,,,
"104225_1",,"松原（田原坂）",,"32.890507","130.68846","104225_1",,"0",,,,
"104459_1",,"免許センター",,"32.842083","130.80939","104459_1",,"0",,,,
"104640_1",,"山一の口",,"32.832386","130.79948","104640_1",,"0",,,,
"104640_2",,"山一の口",,"32.83292","130.79958","104640_2",,"0",,,,
"104801_1",,"河原町（熊本 国道）",,"32.79509","130.7025","104801_1",,"0",,,,
"104801_2",,"河原町（熊本 国道）",,"32.79494","130.70288","104801_2",,"0",,,,
"104803_1",,"昭和町（市道）",,"32.779713","130.77087","104803_1",,"0",,,,
"104804_1",,"東水前寺（国道）",,"32.796875","130.74474","104804_1",,"0",,,,
"104804_2",,"東水前寺（国道）",,"32.797146","130.7445","104804_2",,"0",,,,
"104837_1",,"秋津新町（市道）",,"32.77544","130.76343","104837_1",,"0",,,,
"104837_2",,"秋津新町（市道）",,"32.775513","130.76358","104837_2",,"0",,,,
"104851_1",,"藤崎台下",,"32.80435","130.69777","104851_1",,"0",,,,
"104852_1",,"KKRホテル熊本前",,"32.807182","130.706","104852_1",,"0",,,,
"104878_1",,"国立病院（構内）",,"32.804134","130.70143","104878_1",,"0",,,,
"104893_1",,"下近見（東バイパス）",,"32.762424","130.69124","104893_1",,"0",,,,
"104893_2",,"下近見（東バイパス）",,"32.762115","130.69112","104893_2",,"0",,,,
"104921_1",,"味噌天神（白山通り）",,"32.795128","130.7255","104921_1",,"0",,,,
"104921_2",,"味噌天神（白山通り）",,"32.79411","130.7244","104921_2",,"0",,,,
"104943_1",,"田迎西",,"32.777096","130.71117","104943_1",,"0",,,,
"104943_2",,"田迎西",,"32.777126","130.71127","104943_2",,"0",,,,
"104944_1",,"熊本市民病院",,"32.78719","130.76274","104944_1",,"0",,,,
"105010_1",,"大学病院構内",,"32.796062","130.71243","105010_1",,"0",,,,
"105012_1",,"水源二丁目",,"32.77443","130.75912","105012_1",,"0",,,,
"105012_2",,"水源二丁目",,"32.774837","130.7591","105012_2",,"0",,,,
"105099_1",,"小峯四丁目",,"32.801655","130.77844","105099_1",,"0",,,,
"105099_2",,"小峯四丁目",,"32.80188","130.7782","105099_2",,"0",,,,
